Dosya_Adi,Koruma_Sira_No,Koruma_Kodu,Koruma_Aciklamasi,Koruma_Durumu,Koruma_Detay_Satiri
7E0B0003,1,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,1. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,2,79,Otomatik Kapama/Açma,Tespit Edildi,2. 79     | Otomatik Kapama/Açma           | Tespit Edildi
7E0B0003,3,59,Aşırı Gerilim Koruma,Tespit Edildi,3. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,4,60,Gerilim/Frekans Dengesizlik,Tespit Edildi,4. 60     | Gerilim/Frekans Dengesizlik    | Tespit Edildi
7E0B0003,5,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,5. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,6,79,Otomatik Kapama/Açma,Tespit Edildi,6. 79     | Otomatik Kapama/Açma           | Tespit Edildi
7E0B0003,7,59,Aşırı Gerilim Koruma,Tespit Edildi,7. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,8,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,8. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,9,79,Otomatik Kapama/Açma,Tespit Edildi,9. 79     | Otomatik Kapama/Açma           | Tespit Edildi
7E0B0003,10,50,Ani Akım Koruma,Tespit Edildi,10. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,11,50,Ani Akım Koruma,Tespit Edildi,11. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,12,50,Ani Akım Koruma,Tespit Edildi,12. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,13,50,Ani Akım Koruma,Tespit Edildi,13. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,14,50,Ani Akım Koruma,Tespit Edildi,14. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,15,50,Ani Akım Koruma,Tespit Edildi,15. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,16,50,Ani Akım Koruma,Tespit Edildi,16. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,17,50,Ani Akım Koruma,Tespit Edildi,17. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,18,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,18. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,19,79,Otomatik Kapama/Açma,Tespit Edildi,19. 79     | Otomatik Kapama/Açma           | Tespit Edildi
7E0B0003,20,59,Aşırı Gerilim Koruma,Tespit Edildi,20. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,21,50,Ani Akım Koruma,Tespit Edildi,21. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,22,50,Ani Akım Koruma,Tespit Edildi,22. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,23,50,Ani Akım Koruma,Tespit Edildi,23. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,24,50,Ani Akım Koruma,Tespit Edildi,24. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,25,50,Ani Akım Koruma,Tespit Edildi,25. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,26,50,Ani Akım Koruma,Tespit Edildi,26. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,27,50,Ani Akım Koruma,Tespit Edildi,27. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,28,50,Ani Akım Koruma,Tespit Edildi,28. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,29,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,29. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,30,79,Otomatik Kapama/Açma,Tespit Edildi,30. 79     | Otomatik Kapama/Açma           | Tespit Edildi
7E0B0003,31,59,Aşırı Gerilim Koruma,Tespit Edildi,31. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,32,50,Ani Akım Koruma,Tespit Edildi,32. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,33,50,Ani Akım Koruma,Tespit Edildi,33. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,34,46,Faz Sırası/Negatif Sıra Koruma,Tespit Edildi,34. 46     | Faz Sırası/Negatif Sıra Koruma | Tespit Edildi
7E0B0003,35,59,Aşırı Gerilim Koruma,Tespit Edildi,35. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,36,59G,Toprak Aşırı Gerilim Koruma,Tespit Edildi,36. 59G    | Toprak Aşırı Gerilim Koruma    | Tespit Edildi
7E0B0003,37,59,Aşırı Gerilim Koruma,Tespit Edildi,37. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,38,59G,Toprak Aşırı Gerilim Koruma,Tespit Edildi,38. 59G    | Toprak Aşırı Gerilim Koruma    | Tespit Edildi
7E0B0003,39,59,Aşırı Gerilim Koruma,Tespit Edildi,39. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,40,59G,Toprak Aşırı Gerilim Koruma,Tespit Edildi,40. 59G    | Toprak Aşırı Gerilim Koruma    | Tespit Edildi
7E0B0003,41,27,Az Gerilim Koruma,Tespit Edildi,41. 27     | Az Gerilim Koruma              | Tespit Edildi
7E0B0003,42,27,Az Gerilim Koruma,Tespit Edildi,42. 27     | Az Gerilim Koruma              | Tespit Edildi
7E0B0003,43,27,Az Gerilim Koruma,Tespit Edildi,43. 27     | Az Gerilim Koruma              | Tespit Edildi
7E0B0003,44,59,Aşırı Gerilim Koruma,Tespit Edildi,46. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,45,59,Aşırı Gerilim Koruma,Tespit Edildi,47. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,46,59,Aşırı Gerilim Koruma,Tespit Edildi,48. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,47,49F,Termal Koruma,Tespit Edildi,49. 49F    | Termal Koruma                  | Tespit Edildi
7E0B0003,48,46,Faz Sırası/Negatif Sıra Koruma,Tespit Edildi,50. 46     | Faz Sırası/Negatif Sıra Koruma | Tespit Edildi
7E0B0003,49,46D,Faz Sırası Koruma - Açma,Tespit Edildi,51. 46D    | Faz Sırası Koruma - Açma       | Tespit Edildi
7E0B0003,50,50,Ani Akım Koruma,Tespit Edildi,52. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,51,51,Zaman Aşırı Akım Koruma,Tespit Edildi,53. 51     | Zaman Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,52,50N,Ani Toprak Koruma,Tespit Edildi,54. 50N    | Ani Toprak Koruma              | Tespit Edildi
7E0B0003,53,51N,Zaman Aşırı Toprak Koruma,Tespit Edildi,55. 51N    | Zaman Aşırı Toprak Koruma      | Tespit Edildi
7E0B0003,54,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,56. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,55,67N,Yönlü Toprak Koruma,Tespit Edildi,57. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0B0003,56,67NIEF,Yönlü Toprak Koruma (İnternal),Tespit Edildi,58. 67NIEF | Yönlü Toprak Koruma (İnternal) | Tespit Edildi
7E0B0003,57,50,Ani Akım Koruma,Tespit Edildi,59. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,58,51,Zaman Aşırı Akım Koruma,Tespit Edildi,60. 51     | Zaman Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,59,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,61. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,60,67N,Yönlü Toprak Koruma,Tespit Edildi,62. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0B0003,61,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,63. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,62,67N,Yönlü Toprak Koruma,Tespit Edildi,64. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0B0003,63,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,65. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,64,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,66. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,65,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,67. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,66,67N,Yönlü Toprak Koruma,Tespit Edildi,68. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0B0003,67,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,69. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,68,67N,Yönlü Toprak Koruma,Tespit Edildi,70. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0B0003,69,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,71. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,70,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,72. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,71,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,73. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,72,79,Otomatik Kapama/Açma,Tespit Edildi,74. 79     | Otomatik Kapama/Açma           | Tespit Edildi
7E0B0003,73,59,Aşırı Gerilim Koruma,Tespit Edildi,75. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,74,50,Ani Akım Koruma,Tespit Edildi,76. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,75,50,Ani Akım Koruma,Tespit Edildi,77. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,76,79,Otomatik Kapama/Açma,Açma,78. 79     | Otomatik Kapama/Açma           | Açma
7E0B0003,77,79,Otomatik Kapama/Açma,Tespit Edildi,79. 79     | Otomatik Kapama/Açma           | Tespit Edildi
7E0B0003,78,79,Otomatik Kapama/Açma,Hazır,80. 79     | Otomatik Kapama/Açma           | Hazır
7E0B0003,79,79,Otomatik Kapama/Açma,Aktif,81. 79     | Otomatik Kapama/Açma           | Aktif
7E0B0003,80,46,Faz Sırası/Negatif Sıra Koruma,Tespit Edildi,82. 46     | Faz Sırası/Negatif Sıra Koruma | Tespit Edildi
7E0B0003,81,60,Gerilim/Frekans Dengesizlik,Tespit Edildi,83. 60     | Gerilim/Frekans Dengesizlik    | Tespit Edildi
7E0B0003,82,59,Aşırı Gerilim Koruma,Tespit Edildi,86. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,83,27,Az Gerilim Koruma,Tespit Edildi,87. 27     | Az Gerilim Koruma              | Tespit Edildi
7E0B0003,84,59,Aşırı Gerilim Koruma,Tespit Edildi,88. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,85,49F,Termal Koruma,Çalışma,89. 49F    | Termal Koruma                  | Çalışma
7E0B0003,86,68,Blok Koruma,Tespit Edildi,90. 68     | Blok Koruma                    | Tespit Edildi
7E0B0003,87,50,Ani Akım Koruma,Çalışma,91. 50     | Ani Akım Koruma                | Çalışma
7E0B0003,88,51,Zaman Aşırı Akım Koruma,Çalışma,92. 51     | Zaman Aşırı Akım Koruma        | Çalışma
7E0B0003,89,50N,Ani Toprak Koruma,Çalışma,93. 50N    | Ani Toprak Koruma              | Çalışma
7E0B0003,90,51N,Zaman Aşırı Toprak Koruma,Çalışma,94. 51N    | Zaman Aşırı Toprak Koruma      | Çalışma
7E0B0003,91,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,95. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,92,67N,Yönlü Toprak Koruma,Tespit Edildi,96. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0B0003,93,67NIEF,Yönlü Toprak Koruma (İnternal),Tespit Edildi,97. 67NIEF | Yönlü Toprak Koruma (İnternal) | Tespit Edildi
7E0B0003,94,50,Ani Akım Koruma,Tespit Edildi,98. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,95,50,Ani Akım Koruma,Tespit Edildi,99. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,96,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,100. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,97,79,Otomatik Kapama/Açma,Tespit Edildi,101. 79     | Otomatik Kapama/Açma           | Tespit Edildi
7E0B0003,98,59,Aşırı Gerilim Koruma,Tespit Edildi,102. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,99,60,Gerilim/Frekans Dengesizlik,Tespit Edildi,103. 60     | Gerilim/Frekans Dengesizlik    | Tespit Edildi
7E0B0003,100,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,104. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,101,79,Otomatik Kapama/Açma,Tespit Edildi,105. 79     | Otomatik Kapama/Açma           | Tespit Edildi
7E0B0003,102,59,Aşırı Gerilim Koruma,Tespit Edildi,106. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,103,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,107. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,104,79,Otomatik Kapama/Açma,Tespit Edildi,108. 79     | Otomatik Kapama/Açma           | Tespit Edildi
7E0B0003,105,50,Ani Akım Koruma,Tespit Edildi,109. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,106,50,Ani Akım Koruma,Tespit Edildi,110. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,107,50,Ani Akım Koruma,Tespit Edildi,111. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,108,50,Ani Akım Koruma,Tespit Edildi,112. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,109,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,113. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,110,79,Otomatik Kapama/Açma,Tespit Edildi,114. 79     | Otomatik Kapama/Açma           | Tespit Edildi
7E0B0003,111,59,Aşırı Gerilim Koruma,Tespit Edildi,115. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,112,50,Ani Akım Koruma,Tespit Edildi,116. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,113,50,Ani Akım Koruma,Tespit Edildi,117. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,114,50,Ani Akım Koruma,Tespit Edildi,118. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,115,50,Ani Akım Koruma,Tespit Edildi,119. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0003,116,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,120. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,117,79,Otomatik Kapama/Açma,Tespit Edildi,121. 79     | Otomatik Kapama/Açma           | Tespit Edildi
7E0B0003,118,59,Aşırı Gerilim Koruma,Tespit Edildi,122. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,119,46,Faz Sırası/Negatif Sıra Koruma,Açma,123. 46     | Faz Sırası/Negatif Sıra Koruma | Açma
7E0B0003,120,46D,Faz Sırası Koruma - Açma,Açma,124. 46D    | Faz Sırası Koruma - Açma       | Açma
7E0B0003,121,49F,Termal Koruma,Açma,127. 49F    | Termal Koruma                  | Açma
7E0B0003,122,50,Ani Akım Koruma,Açma,128. 50     | Ani Akım Koruma                | Açma
7E0B0003,123,51,Zaman Aşırı Akım Koruma,Açma,129. 51     | Zaman Aşırı Akım Koruma        | Açma
7E0B0003,124,50N,Ani Toprak Koruma,Açma,130. 50N    | Ani Toprak Koruma              | Açma
7E0B0003,125,51N,Zaman Aşırı Toprak Koruma,Açma,131. 51N    | Zaman Aşırı Toprak Koruma      | Açma
7E0B0003,126,59,Aşırı Gerilim Koruma,Açma,132. 59     | Aşırı Gerilim Koruma           | Açma
7E0B0003,127,59G,Toprak Aşırı Gerilim Koruma,Açma,133. 59G    | Toprak Aşırı Gerilim Koruma    | Açma
7E0B0003,128,67,Yönlü Aşırı Akım Koruma,Açma,134. 67     | Yönlü Aşırı Akım Koruma        | Açma
7E0B0003,129,67N,Yönlü Toprak Koruma,Açma,135. 67N    | Yönlü Toprak Koruma            | Açma
7E0B0003,130,67NIEF,Yönlü Toprak Koruma (İnternal),Açma,136. 67NIEF | Yönlü Toprak Koruma (İnternal) | Açma
7E0B0003,131,27,Az Gerilim Koruma,Açma,137. 27     | Az Gerilim Koruma              | Açma
7E0B0003,132,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,138. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0003,133,79,Otomatik Kapama/Açma,Tespit Edildi,139. 79     | Otomatik Kapama/Açma           | Tespit Edildi
7E0B0003,134,59,Aşırı Gerilim Koruma,Tespit Edildi,140. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0003,135,46,Faz Sırası/Negatif Sıra Koruma,Çalışma,141. 46     | Faz Sırası/Negatif Sıra Koruma | Çalışma
7E0B0003,136,49F,Termal Koruma,Çalışma,144. 49F    | Termal Koruma                  | Çalışma
7E0B0003,137,50,Ani Akım Koruma,Çalışma,145. 50     | Ani Akım Koruma                | Çalışma
7E0B0003,138,51,Zaman Aşırı Akım Koruma,Çalışma,146. 51     | Zaman Aşırı Akım Koruma        | Çalışma
7E0B0003,139,50N,Ani Toprak Koruma,Çalışma,147. 50N    | Ani Toprak Koruma              | Çalışma
7E0B0003,140,51N,Zaman Aşırı Toprak Koruma,Çalışma,148. 51N    | Zaman Aşırı Toprak Koruma      | Çalışma
7E0B0003,141,59,Aşırı Gerilim Koruma,Çalışma,149. 59     | Aşırı Gerilim Koruma           | Çalışma
7E0B0003,142,60,Gerilim/Frekans Dengesizlik,Çalışma,150. 60     | Gerilim/Frekans Dengesizlik    | Çalışma
7E0B0003,143,67,Yönlü Aşırı Akım Koruma,Çalışma,151. 67     | Yönlü Aşırı Akım Koruma        | Çalışma
7E0B0003,144,67N,Yönlü Toprak Koruma,Çalışma,152. 67N    | Yönlü Toprak Koruma            | Çalışma
7E0B0003,145,67NIEF,Yönlü Toprak Koruma (İnternal),Çalışma,153. 67NIEF | Yönlü Toprak Koruma (İnternal) | Çalışma
7E0B0003,146,27,Az Gerilim Koruma,Çalışma,154. 27     | Az Gerilim Koruma              | Çalışma
7E0B0003,147,79,Otomatik Kapama/Açma,Çalışma,155. 79     | Otomatik Kapama/Açma           | Çalışma
7E0B0003,148,68,Blok Koruma,Çalışma,156. 68     | Blok Koruma                    | Çalışma
7E0B0003,149,50,Ani Akım Koruma,Tespit Edildi,157. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,1,60,Gerilim/Frekans Dengesizlik,Tespit Edildi,1. 60     | Gerilim/Frekans Dengesizlik    | Tespit Edildi
7E0B0004,2,50,Ani Akım Koruma,Tespit Edildi,2. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,3,50,Ani Akım Koruma,Tespit Edildi,3. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,4,50,Ani Akım Koruma,Tespit Edildi,4. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,5,50,Ani Akım Koruma,Tespit Edildi,5. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,6,50,Ani Akım Koruma,Tespit Edildi,6. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,7,50,Ani Akım Koruma,Tespit Edildi,7. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,8,50,Ani Akım Koruma,Tespit Edildi,8. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,9,50,Ani Akım Koruma,Tespit Edildi,9. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,10,50,Ani Akım Koruma,Tespit Edildi,10. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,11,50,Ani Akım Koruma,Tespit Edildi,11. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,12,50,Ani Akım Koruma,Tespit Edildi,12. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,13,50,Ani Akım Koruma,Tespit Edildi,13. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,14,50,Ani Akım Koruma,Tespit Edildi,14. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,15,50,Ani Akım Koruma,Tespit Edildi,15. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,16,50,Ani Akım Koruma,Tespit Edildi,16. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,17,50,Ani Akım Koruma,Tespit Edildi,17. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,18,50,Ani Akım Koruma,Tespit Edildi,18. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,19,50,Ani Akım Koruma,Tespit Edildi,19. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,20,46,Faz Sırası/Negatif Sıra Koruma,Tespit Edildi,20. 46     | Faz Sırası/Negatif Sıra Koruma | Tespit Edildi
7E0B0004,21,59,Aşırı Gerilim Koruma,Tespit Edildi,21. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0004,22,59G,Toprak Aşırı Gerilim Koruma,Tespit Edildi,22. 59G    | Toprak Aşırı Gerilim Koruma    | Tespit Edildi
7E0B0004,23,59,Aşırı Gerilim Koruma,Tespit Edildi,23. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0004,24,59G,Toprak Aşırı Gerilim Koruma,Tespit Edildi,24. 59G    | Toprak Aşırı Gerilim Koruma    | Tespit Edildi
7E0B0004,25,59,Aşırı Gerilim Koruma,Tespit Edildi,25. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0004,26,59G,Toprak Aşırı Gerilim Koruma,Tespit Edildi,26. 59G    | Toprak Aşırı Gerilim Koruma    | Tespit Edildi
7E0B0004,27,27,Az Gerilim Koruma,Tespit Edildi,27. 27     | Az Gerilim Koruma              | Tespit Edildi
7E0B0004,28,27,Az Gerilim Koruma,Tespit Edildi,28. 27     | Az Gerilim Koruma              | Tespit Edildi
7E0B0004,29,27,Az Gerilim Koruma,Tespit Edildi,29. 27     | Az Gerilim Koruma              | Tespit Edildi
7E0B0004,30,59,Aşırı Gerilim Koruma,Tespit Edildi,32. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0004,31,59,Aşırı Gerilim Koruma,Tespit Edildi,33. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0004,32,59,Aşırı Gerilim Koruma,Tespit Edildi,34. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0004,33,49F,Termal Koruma,Tespit Edildi,35. 49F    | Termal Koruma                  | Tespit Edildi
7E0B0004,34,46,Faz Sırası/Negatif Sıra Koruma,Tespit Edildi,36. 46     | Faz Sırası/Negatif Sıra Koruma | Tespit Edildi
7E0B0004,35,46D,Faz Sırası Koruma - Açma,Tespit Edildi,37. 46D    | Faz Sırası Koruma - Açma       | Tespit Edildi
7E0B0004,36,50,Ani Akım Koruma,Tespit Edildi,38. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,37,51,Zaman Aşırı Akım Koruma,Tespit Edildi,39. 51     | Zaman Aşırı Akım Koruma        | Tespit Edildi
7E0B0004,38,50N,Ani Toprak Koruma,Tespit Edildi,40. 50N    | Ani Toprak Koruma              | Tespit Edildi
7E0B0004,39,51N,Zaman Aşırı Toprak Koruma,Tespit Edildi,41. 51N    | Zaman Aşırı Toprak Koruma      | Tespit Edildi
7E0B0004,40,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,42. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0004,41,67N,Yönlü Toprak Koruma,Tespit Edildi,43. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0B0004,42,67NIEF,Yönlü Toprak Koruma (İnternal),Tespit Edildi,44. 67NIEF | Yönlü Toprak Koruma (İnternal) | Tespit Edildi
7E0B0004,43,50,Ani Akım Koruma,Tespit Edildi,45. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,44,51,Zaman Aşırı Akım Koruma,Tespit Edildi,46. 51     | Zaman Aşırı Akım Koruma        | Tespit Edildi
7E0B0004,45,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,47. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0004,46,67N,Yönlü Toprak Koruma,Tespit Edildi,48. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0B0004,47,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,49. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0004,48,67N,Yönlü Toprak Koruma,Tespit Edildi,50. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0B0004,49,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,51. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0004,50,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,52. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0004,51,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,53. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0004,52,67N,Yönlü Toprak Koruma,Tespit Edildi,54. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0B0004,53,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,55. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0004,54,67N,Yönlü Toprak Koruma,Tespit Edildi,56. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0B0004,55,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,57. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0004,56,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,58. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0B0004,57,50,Ani Akım Koruma,Tespit Edildi,59. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,58,50,Ani Akım Koruma,Tespit Edildi,60. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0004,59,79,Otomatik Kapama/Açma,Açma,61. 79     | Otomatik Kapama/Açma           | Açma
7E0B0004,60,79,Otomatik Kapama/Açma,Tespit Edildi,62. 79     | Otomatik Kapama/Açma           | Tespit Edildi
7E0B0004,61,79,Otomatik Kapama/Açma,Hazır,63. 79     | Otomatik Kapama/Açma           | Hazır
7E0B0004,62,79,Otomatik Kapama/Açma,Aktif,64. 79     | Otomatik Kapama/Açma           | Aktif
7E0B0004,63,46,Faz Sırası/Negatif Sıra Koruma,Tespit Edildi,65. 46     | Faz Sırası/Negatif Sıra Koruma | Tespit Edildi
7E0B0004,64,60,Gerilim/Frekans Dengesizlik,Tespit Edildi,66. 60     | Gerilim/Frekans Dengesizlik    | Tespit Edildi
7E0B0004,65,59,Aşırı Gerilim Koruma,Tespit Edildi,69. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0004,66,27,Az Gerilim Koruma,Tespit Edildi,70. 27     | Az Gerilim Koruma              | Tespit Edildi
7E0B0004,67,59,Aşırı Gerilim Koruma,Tespit Edildi,71. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0004,68,49F,Termal Koruma,Çalışma,72. 49F    | Termal Koruma                  | Çalışma
